2019 October 16,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Station,P,Polarity,P arrival,S,S arrival,Amplitude,    Time Duration,Type,Freq,,,,,,,,,,,,,,,,,
DMP,iP,d,220848.62,eS,220856.65,1389.00,40.00,L,,,,,,,,,,,,,,,,,,
KCP,iP,d,221004.24,iS,221008.08,,43.01,L,,,,,,,,,,,,,,,,,,
KCP,eP,d,221051.08,iS,221056.13,,92.33,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,221056.85,eS,221105.29,1922.00,50.00,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,221942.76,iS,221946.07,,77.53,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,221945.99,eS,221958.41,,,sL,,,,,,,,,,,,,,,,,,
KCP,iP,c,222243.61,iS,222247.29,,39.79,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,222258.36,,,,,sL,,,,,,,,,,,,,,,,,,
KCP,iP,c,223211.69,iS,223215.28,,49.91,L,,,,,,,,,,,,,,,,,,
DMP,iP,c,223217.90,eS,223226.65,1486.00,,sL,,,,,,,,,,,,,,,,,,
KCP,iP,d,223354.30,iS,223358.20,,40.24,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,223359.18,iS,223407.06,13179.00,66.00,L,,,,,,,,,,,,,,,,,,
PIP,eP,c,223842.46,eS,223848.54,,51,L,,,,,,,,,,,,,,,,,,
KCP,iP,d,224505.02,iS,224508.49,,44.62,L,,,,,,,,,,,,,,,,,,
KCP,eP,c,224704.04,iS,224708.61,,19.71,L,,,,,,,,,,,,,,,,,,
DMP,iP,c,224710.23,iS,224725.57,3548.00,125.00,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,224723.85,iS,224729.73,,51.26,L,,,,,,,,,,,,,,,,,,
CTB,iP,c,224726.79,,,,89.60,L,,,,,,,,,,,,,,,,,,
KCP,eP,c,224943.18,iS,224948.77,,76.32,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,225137.37,iS,225140.82,,29.28,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,225422.69,iS,225428.07,,139.05,L,,,,,,,,,,,,,,,,,,
DMP,iP,c,225429.02,iS,225438.94,10793.00,127.00,L,,,,,,,,,,,,,,,,,,
CTB,iP,c,225431.77,,,,95.66,L,,,,,,,,,,,,,,,,,,
BIP,iP,d,225449.87,iS,225520.98,1155.00,117.00,L,,,,,,,,,,,,,,,,,,
DCP,iP,c,225457.64,iS,225529.46,,171.70,L,,,,,,,,,,,,,,,,,,
KCP,eP,c,230033.83,iS,230041.43,,93.25,L,,,,,,,,,,,,,,,,,,
KCP,eP,d,230902.60,iS,230906.57,,42.74,L,,,,,,,,,,,,,,,,,,
KCP,eP,c,231038.06,iS,231046.55,,83.18,L,,,,,,,,,,,,,,,,,,
DMP,iP,c,231053.08,iS,231101.93,3523.00,77.00,L,,,,,,,,,,,,,,,,,,
CTB,iP,c,231100.52,iS,231109.39,,64.00,L,,,,,,,,,,,,,,,,,,
BIP,eP,d,231116.30,eS,231138.67,,101.00,L,,,,,,,,,,,,,,,,,,
KCP,eP,c,231210.91,iS,231214.07,,37.00,L,,,,,,,,,,,,,,,,,,
DMP,iP,c,231216.88,iS,231224.62,2379.00,,sL,,,,,,,,,,,,,,,,,,
KCP,eP,d,231451.67,iS,231455.53,,72.46,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,231711.95,iS,231717.28,,17.00,L,,,,,,,,,,,,,,,,,,
KCP,iP,d,231744.94,iS,231753.57,,110.11,L,,,,,,,,,,,,,,,,,,
KCP,iP,d,232159.30,iS,232203.99,,80.31,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,232715.88,iS,232719.81,,118.57,L,,,,,,,,,,,,,,,,,,
DMP,iP,c,232721.52,,,,,sL,,,,,,,,,,,,,,,,,,
KCP,eP,c,233505.88,iS,235508.60,,47.59,L,,,,,,,,,,,,,,,,,,
DMP,iP,c,233511.64,eS,233519.82,1048.00,65.00,L,,,,,,,,,,,,,,,,,,
BIP,eP,c,234752.13,eS,234819.33,,102.00,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,235155.87,iS,235200.20,,74.65,L,,,,,,,,,,,,,,,,,,
KCP,eP,c,235306.00,iS,235312.70,,166.34,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,235559.71,iS,235607.21,,84.02,L,,,,,,,,,,,,,,,,,,
KCP,iP,c,235933.69,iS,235936.43,,57.95,L,,,,,,,,,,,,,,,,,,
DMP,eP,c,235934.31,eS,235947.16,7366.00,101.00,L,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Intensity Reports:,,,,,,,,,,,,,,,,,,,,,,,,,,
2053z,"PEIS II - General Santos City; Tupi, South Cotabato",,,,,,,,,,,,,,,,,,,,,,,,,
1510z,PEIS II- Kidapawan City,,,,,,,,,,,,,,,,,,,,,,,,,
1441z,PEIS II- Kidapawan City,,,,,,,,,,,,,,,,,,,,,,,,,
1335z,PEIS II-Kidapawan City,,,,,,,,,,,,,,,,,,,,,,,,,
1335z,PEIS II- Kidapawan City,,,,,,,,,,,,,,,,,,,,,,,,,
1234z,PEIS III- Kidapawan City,,,,,,,,,,,,,,,,,,,,,,,,,
1234z,PEIS II- General Santos City,,,,,,,,,,,,,,,,,,,,,,,,,
1209z,PEIS IV- Kidapawan City,,,,,,,,,,,,,,,,,,,,,,,,,
1209z,PEIS II- General Santos City,,,,,,,,,,,,,,,,,,,,,,,,,
1137z,"PEIS VII - Tulunan,  M'Lang and Makilala, Cotabato; Kidapawan City; ",,,,,,,,,,,,,,,,,,,,,,,,,
1137z,"PEIS VII - Magsaysay and Digos City, Davao del Sur",,,,,,,,,,,,,,,,,,,,,,,,,
1137z,"PEIS VI - Sto. Nino, South Cotabato; Tacurong City, Sultan Kudarat",,,,,,,,,,,,,,,,,,,,,,,,,
1137z,"PEIS V - Lake Sebu,  Polomolok, Tampakan and Tupi, Roxas and Pikit; South Cotabato; Koronadal City",,,,,,,,,,,,,,,,,,,,,,,,,
1137z,PEIS V - Pres. Cotabato; General Santos City; Alabel and Malungon Sarangani; Davao City;,,,,,,,,,,,,,,,,,,,,,,,,,
1137z,PEIS V - Kalamansig  Lebak and Palimbang Sultan Kudarat,,,,,,,,,,,,,,,,,,,,,,,,,
1137z,"PEIS IV - Kiamba, Sarangani; Esperanza and Rosario, Agusan del Sur; Kalilangan, Quezon, Kadingilan and Damulog  Bukidnon; Mawab;  ",,,,,,,,,,,,,,,,,,,,,,,,,
1137z,"PEIS IV - Compostela Valley; Cotabato City; Matanog Barira, and Sultan Kudarat, Maguindanao",,,,,,,,,,,,,,,,,,,,,,,,,
1137z,"PEIS III - Santa Josefa, Agusan del Sur; Iligan City; Dipolog City; Cagayan de Oro City;",,,,,,,,,,,,,,,,,,,,,,,,,
1137z,"PEIS III - Gingoog City, Misamis Oriental",,,,,,,,,,,,,,,,,,,,,,,,,
1137z,PEIS II - Butuan City; Zamboanga City,,,,,,,,,,,,,,,,,,,,,,,,,
1137z,"PEIS I - Hinatuan, Surigao del Sur",,,,,,,,,,,,,,,,,,,,,,,,,
Instrumental Intensities:,,,,,,,,,,,,,,,,,,,,,,,,,,
2053z,"PEIS III - Alabel, Sarangani",,,,,,,,,,,,,,,,,,,,,,,,,
2053z,"PEIS II - General Santos City; Tupi, South Cotabato",,,,,,,,,,,,,,,,,,,,,,,,,
2053z,"PEIS I - Kiamba, Sarangani",,,,,,,,,,,,,,,,,,,,,,,,,
1737z,PEIS I - Kidapawan City,,,,,,,,,,,,,,,,,,,,,,,,,
1510z,PEIS II - Kidapawan City,,,,,,,,,,,,,,,,,,,,,,,,,
1441z,PEIS II - Kidapawan City,,,,,,,,,,,,,,,,,,,,,,,,,
1234z,PEIS III - Kidapawan City,,,,,,,,,,,,,,,,,,,,,,,,,
1209z,PEIS V- Kidapawan City,,,,,,,,,,,,,,,,,,,,,,,,,
1209z,"PEIS III - Alabel, Sarangani; Tupi, South Cotabato",,,,,,,,,,,,,,,,,,,,,,,,,
1209z,"PEIS II - General Santos City, South Cotabato",,,,,,,,,,,,,,,,,,,,,,,,,
1209z,"PEIS I - Kiamba, Sarangani; Gingoog, Misamis Oriental",,,,,,,,,,,,,,,,,,,,,,,,,
1137z,PEIS VII - Kidapawan City,,,,,,,,,,,,,,,,,,,,,,,,,
1137z,"PEIS V - Tupi and Polomolok, South Cotabato; Alabel, Sarangani",,,,,,,,,,,,,,,,,,,,,,,,,
1137z,"PEIS IV - Kiamba,  Sarangani; T'Boli, South Cotabato; General Santos City",,,,,,,,,,,,,,,,,,,,,,,,,
1137z,"PEIS III - Cagayan de Oro City; Gingoog City, Misamis Oriental;",,,,,,,,,,,,,,,,,,,,,,,,,
1137z,"PEIS II - Cagayan de Oro, Misamis Oriental",,,,,,,,,,,,,,,,,,,,,,,,,
1137z,PEIS I - Dipolog City; Bislig City;,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Remarks,,,,,Station,Observer,Time,,,,,,,,,,,,,,,,,,,
BCP,No quake recorded.,,,,GQP, RAP, 2344,,,,,,,,,,,,,,,,,,,
ZCP,No quake recorded.,,,,LQP, MV,0038,,,,,,,,,,,,,,,,,,,
,,,,,TGY, ACC/CMP/MLV,0000,,,,,,,,,,,,,,,,,,,
,,,,,PGP, NJA,0012,,,,,,,,,,,,,,,,,,,
,,,,,SIP, FIY,0015,,,,,,,,,,,,,,,,,,,
,,,,,PIP, JGR,0133,,,,,,,,,,,,,,,,,,,
,,,,,BCP, JDG,2342,,,,,,,,,,,,,,,,,,,
,,,,,BIP, ES,0346,,,,,,,,,,,,,,,,,,,
,,,,,CGP, ML,0017,,,,,,,,,,,,,,,,,,,
,,,,,CTB, ICE/RGA,0824,,,,,,,,,,,,,,,,,,,
,,,,,DCP, FBG,0350,,,,,,,,,,,,,,,,,,,
,,,,,DMP, STC/KRV,1542,,,,,,,,,,,,,,,,,,,
,,,,,GSP, NMD,0057,,,,,,,,,,,,,,,,,,,
,,,,,KCP, MT,0806,,,,,,,,,,,,,,,,,,,
,,,,,SCP, DRA,0311,,,,,,,,,,,,,,,,,,,
,,,,,ZCP, ETL,0239,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
PGP,Power Interuption @ 0000z,,,,,,,,,,,,,,,,,,,,,,,,,
TGY,Apollo Server Primary won't boot and Athena & Hydra won't update ,,,,,,,,,,,,,,,,,,,,,,,,,
TGY,earthquake events after preventive maintenance of MIS (installed VPN),,,,,,,,,,,,,,,,,,,,,,,,,
DMP ,FW of K. Vidad at DMP station as duty reliever (October 17-31 2019),,,,,,,,,,,,,,,,,,,,,,,,,
KCP,Defective Biometric clock APC 1000 UPS not working battery  need to ,,,,,,,,,,,,,,,,,,,,,,,,,
KCP,be replaced Very slow internet connection repair and renovation,,,,,,,,,,,,,,,,,,,,,,,,,
BIP,Datasaving is on the Atlasdue to Centaur's problem on its internal memory.,,,,,,,,,,,,,,,,,,,,,,,,,
GSP,Biometrics defective since May 2019 Power off of Centaur due to low battery ,,,,,,,,,,,,,,,,,,,,,,,,,
